iter	RMSE
327	1.628406672
328	1.627322342
329	1.626104158
330	1.625084594
331	1.624120161
332	1.623272169
333	1.622955957
334	1.622292428
335	1.621701636
336	1.621341063
337	1.620033811
338	1.619391416
339	1.61829836
340	1.617919509
341	1.617196746
342	1.616045214
343	1.615687092
344	1.615521828
345	1.614594244
346	1.613681295
347	1.612172789
348	1.611616804
349	1.610566253
350	1.609495875
351	1.608496875
352	1.607120858
353	1.606211207
354	1.605325365
355	1.604493622
356	1.603753475
357	1.602607388
358	1.602063378
359	1.601192219
360	1.600257237
361	1.599200844
362	1.597910626
363	1.597551782
364	1.597030828
365	1.595787681
366	1.595481694
367	1.594444839
368	1.593806265
369	1.593080945
370	1.591883119
371	1.590794208
372	1.590442576
373	1.589895305
374	1.588921125
375	1.588892055
376	1.587539674
377	1.586408772
378	1.585787845
379	1.584938477
380	1.584564222
381	1.583413319
382	1.582096778
383	1.581626344
384	1.580281229
385	1.579658514
386	1.578501395
387	1.577732308
388	1.576751218
389	1.576344975
390	1.574974669
391	1.573975696
392	1.572969169
393	1.571976384
394	1.571875602
395	1.571487031
396	1.570486551
397	1.569392115
398	1.568369944
399	1.567445987
400	1.566529751
401	1.565627006
402	1.564951568
403	1.564385932
404	1.563538627
405	1.562576932
406	1.561424345
407	1.561033435
408	1.560235677
409	1.558784806
410	1.55794049
411	1.557636117
412	1.557212022
413	1.556482294
414	1.555046074
415	1.554866142
416	1.554803975
417	1.554260979
418	1.55372786
419	1.552860233
420	1.552348678
421	1.551830665
422	1.550372133
423	1.549846461
424	1.548629688
425	1.547875756
426	1.546347652
427	1.545764953
428	1.545055887
429	1.544297015
430	1.543744935
431	1.543001909
432	1.542393808
433	1.541292696
434	1.540314568
435	1.539280243
436	1.538659009
437	1.537809376
438	1.537311591
439	1.53666561
440	1.535699396
441	1.534458454
442	1.533640136
443	1.532604854
444	1.531664886
445	1.530497625
446	1.529919127
447	1.52903544
448	1.528017917
449	1.527217998
450	1.527035297
451	1.526205774
452	1.524921926
453	1.524068075
454	1.523247416
455	1.522164905
456	1.521079902
457	1.52041038
458	1.519829818
459	1.518620882
460	1.518416882
461	1.517656671
462	1.516723026
463	1.516517377
464	1.515798935
465	1.514990299
466	1.513666533
467	1.512635183
468	1.512195932
469	1.511118433
470	1.510256207
471	1.509548609
472	1.508508253
473	1.50776318
474	1.50745021
475	1.506071231
476	1.505844135
477	1.504766241
478	1.503870521
479	1.503322759
480	1.503140307
481	1.502487093
482	1.502364302
483	1.50125959
484	1.500730338
485	1.500025318
486	1.499085044
487	1.498781538
488	1.498388706
489	1.497375249
490	1.495914297
491	1.49552396
492	1.49440954
493	1.493390447
494	1.492859366
495	1.491801235
496	1.491417793
497	1.490579627
498	1.490141466
499	1.48871196
500	1.487717914
501	1.487337808
502	1.486696772
503	1.485969854
504	1.485275006
505	1.48479493
506	1.484123387
507	1.483486318
508	1.482926131
509	1.482290903
510	1.482065389
511	1.48103089
512	1.480259933
513	1.479969268
514	1.479828663
515	1.479248243
516	1.478530034
517	1.477825129
518	1.477281045
519	1.476507758
520	1.475988476
521	1.475239617
522	1.475089823
523	1.47409841
524	1.473477386
525	1.472661326
526	1.471190112
527	1.470283829
528	1.469808464
529	1.468931612
530	1.467915139
531	1.467082262
532	1.466645631
533	1.465509399
534	1.464632139
535	1.463746181
536	1.462721981
537	1.4616672
538	1.461121922
539	1.460509583
540	1.459603958
541	1.459136453
542	1.458266995
543	1.457206827
544	1.456174242
545	1.455520301
546	1.454754853
547	1.454169574
548	1.453250484
549	1.453009938
550	1.452432494
551	1.45179731
552	1.451032497
553	1.450856277
554	1.449942842
555	1.449308129
556	1.448566074
557	1.447505904
558	1.44729458
559	1.446314399
560	1.445456273
561	1.44428496
562	1.443526326
563	1.443045513
564	1.442477839
565	1.441579907
566	1.440447691
567	1.439382281
568	1.43899004
569	1.438347455
570	1.437793801
571	1.436938392
572	1.436509856
573	1.435873476
574	1.435048763
575	1.434218669
576	1.433538739
577	1.432362269
578	1.431690614
579	1.431297112
580	1.430401773
581	1.429687246
582	1.429313693
583	1.428780668
584	1.428176292
585	1.427369091
586	1.427043515
587	1.426615951
588	1.426065834
589	1.425910617
590	1.425051337
591	1.423804401
592	1.423374408
593	1.423180984
594	1.422617538
595	1.421812999
596	1.421109045
597	1.420313657
598	1.419313829
599	1.418895638
600	1.41866275
601	1.418049883
602	1.417060719
603	1.416331388
604	1.415670428
605	1.414825649
606	1.414136748
607	1.413351618
608	1.413148675
609	1.412415226
610	1.411761242
611	1.410809882
612	1.409575552
613	1.408496374
614	1.407502743
615	1.406951365
616	1.405921872
617	1.404825015
618	1.403870596
619	1.403286629
620	1.402372126
621	1.401786391
622	1.400752905
623	1.400587034
624	1.399981943
625	1.399428904
626	1.398789464
627	1.398202816
628	1.397179222
629	1.396403658
630	1.396196582
631	1.395524485
632	1.394908852
633	1.393808186
634	1.393072514
635	1.392065221
636	1.391109394
637	1.390484149
638	1.389734469
639	1.389242974
640	1.388956806
641	1.38841644
642	1.387666445
643	1.387123992
644	1.386335323
645	1.385353321
646	1.384770589
647	1.384248768
648	1.3835111
649	1.382801863
650	1.381622584
651	1.380858982
652	1.380282978
653	1.379938076
654	1.379012612
655	1.378763933
656	1.37795885
657	1.37743841
658	1.376420817
659	1.376061123
660	1.374990723
661	1.37449329
662	1.374065413
663	1.37390082
664	1.373307451
665	1.372129287
666	1.371574544
667	1.370517336
668	1.370129946
669	1.369367926
670	1.368368334
671	1.368245127
672	1.367467665
673	1.366862641
674	1.366344686
675	1.365752811
676	1.365523758
677	1.364884955
678	1.364443244
679	1.364180328
680	1.363334718
681	1.362505214
682	1.361630307
683	1.360855562
684	1.359952584
685	1.359310047
686	1.358745444
687	1.357704799
688	1.357194499
689	1.356080361
690	1.355391346
691	1.354767747
692	1.354316188
693	1.353788893
694	1.353014725
695	1.352458519
696	1.35160554
697	1.350885928
698	1.350147889
699	1.349784107
700	1.349555725
701	1.349071955
702	1.348967041
703	1.348576315
704	1.347927416
705	1.347626847
706	1.347386439
707	1.346960792
708	1.346623287
709	1.345952711
710	1.34549656
711	1.344475359
712	1.343754631
713	1.343271534
714	1.342328025
715	1.341918891
716	1.341089192
717	1.340908723
718	1.340132615
719	1.339379839
720	1.338840693
721	1.338381843
722	1.337770677
723	1.336952531
724	1.336279567
725	1.335455396
726	1.335121192
727	1.334063242
728	1.33374751
729	1.332869128
730	1.332561372
731	1.33234121
732	1.331887224
733	1.331855538
734	1.330883855
735	1.330433151
736	1.330278985
737	1.329762082
738	1.329084124
739	1.328152942
740	1.327860852
741	1.327069052
742	1.327012944
743	1.326846066
744	1.326011919
745	1.325374408
746	1.325068504
747	1.324759865
748	1.324608555
749	1.323814414
750	1.323103961
751	1.322575496
752	1.321599775
753	1.32098058
754	1.320328751
755	1.319747768
756	1.319314482
757	1.319154968
758	1.318332136
759	1.318100701
760	1.317659294
761	1.316878478
762	1.31661377
763	1.315862917
764	1.315086022
765	1.31413727
766	1.3133457
767	1.312684401
768	1.312100904
769	1.311740519
770	1.311256142
771	1.310836376
772	1.31022102
773	1.309816237
774	1.308933184
775	1.308547437
776	1.30788359
777	1.307233558
778	1.306172905
779	1.305790721
780	1.305007579
781	1.304684138
782	1.304360483
783	1.303923126
784	1.303146067
785	1.302447682
786	1.302272501
787	1.302031316
788	1.301565505
789	1.301495325
790	1.300624231
791	1.300213177
792	1.2998731
793	1.299186075
794	1.298468613
795	1.297631166
796	1.29746043
797	1.296734799
798	1.296332756
799	1.295800787
800	1.295211359
801	1.294752519
802	1.294473774
803	1.294015413
804	1.293776211
805	1.293012302
806	1.293001039
807	1.291740168
808	1.291209649
809	1.290763565
810	1.290592856
811	1.289704876
812	1.288662908
813	1.288020232
814	1.287340961
815	1.286822558
816	1.286477772
817	1.286038048
818	1.285511623
819	1.28526176
820	1.284899846
821	1.28465676
822	1.283991439
823	1.283446962
824	1.283153045
825	1.2825885
826	1.282162356
827	1.281348789
828	1.280859997
829	1.28027237
830	1.279469604
831	1.278821556
832	1.278428182
833	1.277976303
834	1.277159106
835	1.276777775
836	1.275825324
837	1.275508049
838	1.275329872
839	1.274428927
840	1.273836933
841	1.273585604
842	1.273140585
843	1.272576409
844	1.272016985
845	1.271396746
846	1.271158762
847	1.270693793
848	1.270336266
849	1.269672858
850	1.269054525
851	1.26836774
852	1.267770095
853	1.267087979
854	1.265915243
855	1.26557798
856	1.265216636
857	1.264860265
858	1.264169169
859	1.263786545
860	1.263083325
861	1.262239695
862	1.261742141
863	1.261092049
864	1.260496079
865	1.259636601
866	1.258939407
867	1.258328481
868	1.257773054
869	1.257114191
870	1.256723054
871	1.256315459
872	1.255840628
873	1.255046792
874	1.254577855
875	1.254021324
876	1.253364972
877	1.252816101
878	1.252333458
879	1.251863828
880	1.251334411
881	1.250908942
882	1.250350843
883	1.249897337
884	1.249225692
885	1.249070073
886	1.248686833
887	1.248486903
888	1.247970444
889	1.247235546
890	1.247121686
891	1.246550391
892	1.24583102
893	1.245386901
894	1.244814331
895	1.244140245
896	1.243770396
897	1.243123339
898	1.242830494
899	1.242006506
900	1.241460052
901	1.240955024
902	1.240793132
903	1.240248895
904	1.239544164
905	1.238832055
906	1.238120462
907	1.237266366
908	1.237124387
909	1.2367023
910	1.236404689
911	1.235966703
912	1.23553438
913	1.235311234
914	1.234539715
915	1.233748986
916	1.233240715
917	1.232851652
918	1.232350653
919	1.231573296
920	1.231042235
921	1.231006184
922	1.230914963
923	1.230674979
924	1.230401017
925	1.229881832
926	1.229392024
927	1.229033927
928	1.228351037
929	1.227575758
930	1.2271743
931	1.226439597
932	1.225889233
933	1.225341675
934	1.224719322
935	1.224325515
936	1.224040323
937	1.223873949
938	1.223278643
939	1.2225261
940	1.222124584
941	1.222061449
942	1.221770739
943	1.221487146
944	1.220880008
945	1.220289138
946	1.220110431
947	1.21927199
948	1.21875386
949	1.218329752
950	1.218064021
951	1.217786251
952	1.217342811
953	1.216742063
954	1.216235751
955	1.21526001
956	1.214809933
957	1.214405384
958	1.213998993
959	1.213618441
960	1.212909464
961	1.212715084
962	1.212512293
963	1.212101617
964	1.211731566
965	1.210901075
966	1.210588964
967	1.21017939
968	1.209688166
969	1.209566818
970	1.208858553
971	1.20845719
972	1.207958719
973	1.207728191
974	1.207446118
975	1.20732146
976	1.206866212
977	1.206372051
978	1.205543727
979	1.204841574
980	1.204253442
981	1.203467244
982	1.203019985
983	1.202486614
984	1.202409279
985	1.202237572
986	1.201607815
987	1.200997722
988	1.200673018
989	1.199994067
990	1.198955882
991	1.198380964
992	1.197599408
993	1.197249335
994	1.196568597
995	1.19616928
996	1.195607054
997	1.19500031
998	1.194653754
999	1.194614582
1000	1.193973639
1001	1.193709055
1002	1.192984558
1003	1.192658043
1004	1.1924578
1005	1.191720907
1006	1.191582108
1007	1.191066015
1008	1.190454137
1009	1.189792625
1010	1.189223829
1011	1.188882531
1012	1.188744837
1013	1.188188135
1014	1.187440165
1015	1.186966389
1016	1.186601997
1017	1.185841881
1018	1.185139027
1019	1.184896979
1020	1.184171922
1021	1.183718883
1022	1.183386507
1023	1.182684423
1024	1.182457721
1025	1.182301892
1026	1.181911883
1027	1.181148381
1028	1.180675555
1029	1.180214135
1030	1.179988936
1031	1.179523794
1032	1.179035806
1033	1.17869024
1034	1.178246416
1035	1.177583924
1036	1.177282468
1037	1.177166052
1038	1.176341802
1039	1.175875275
1040	1.17511526
1041	1.174866263
1042	1.174283539
1043	1.173853913
1044	1.173518507
1045	1.173141168
1046	1.17271267
1047	1.172157469
1048	1.172023034
1049	1.171568694
1050	1.171410238
1051	1.170700388
1052	1.170131862
1053	1.169790632
1054	1.169590256
1055	1.169291677
1056	1.168510978
1057	1.168206016
1058	1.167746788
1059	1.16731264
1060	1.166989345
1061	1.166609162
1062	1.166381103
1063	1.165611526
1064	1.165441942
1065	1.164731274
1066	1.164289682
1067	1.163504221
1068	1.163152591
1069	1.162502074
1070	1.162429615
1071	1.162234676
1072	1.161713363
1073	1.161533094
1074	1.161023958
1075	1.160450499
1076	1.15995825
1077	1.159793489
1078	1.159358171
1079	1.158834261
1080	1.158192918
1081	1.157392209
1082	1.156853769
1083	1.156280835
1084	1.155572535
1085	1.155322508
1086	1.154872921
1087	1.154479593
1088	1.154109968
1089	1.153846589
1090	1.153354748
1091	1.152889864
1092	1.152451192
1093	1.151994096
1094	1.151676925
1095	1.151094547
1096	1.150559058
1097	1.15000276
1098	1.149642322
1099	1.149420103
1100	1.148959703
1101	1.148436126
1102	1.147988283
1103	1.147876783
1104	1.147488347
1105	1.146859555
1106	1.14637787
1107	1.145822391
1108	1.145344531
1109	1.145056965
1110	1.14490763
1111	1.144747898
1112	1.144190822
1113	1.144061184
1114	1.143508903
1115	1.142946919
1116	1.14285229
1117	1.142324877
1118	1.141883872
1119	1.141405847
1120	1.141285407
1121	1.141160543
1122	1.14072774
1123	1.140121116
1124	1.13970973
1125	1.139193546
1126	1.138780242
1127	1.138383397
1128	1.137886473
1129	1.137400258
1130	1.137181078
1131	1.13677936
1132	1.136404883
1133	1.135808639
1134	1.135417293
1135	1.13529143
1136	1.134773746
1137	1.134165882
1138	1.133500887
1139	1.133201375
1140	1.132686874
1141	1.132200812
1142	1.131706104
1143	1.131464905
1144	1.131204698
1145	1.130917926
1146	1.13050727
1147	1.129799848
1148	1.129153035
1149	1.128996553
1150	1.128660042
1151	1.12799797
1152	1.127520776
1153	1.12713201
1154	1.126816418
1155	1.126340091
1156	1.125794028
1157	1.125460664
1158	1.125117261
1159	1.124632202
1160	1.124134642
1161	1.123773924
1162	1.123268942
1163	1.122808783
1164	1.122268797
1165	1.12179707
1166	1.121475419
1167	1.120958529
1168	1.120864134
1169	1.120377542
1170	1.119752445
1171	1.119391393
1172	1.118988589
1173	1.118814204
1174	1.118543133
1175	1.118220146
1176	1.11744008
1177	1.117121183
1178	1.116696866
1179	1.11614319
1180	1.115744294
1181	1.115298246
1182	1.11483932
1183	1.114568808
1184	1.114086746
1185	1.113579907
1186	1.113144175
1187	1.112862193
1188	1.11238228
1189	1.111986225
1190	1.111371638
1191	1.111256617
1192	1.110424311
1193	1.109954583
1194	1.109642688
1195	1.109289814
1196	1.108971989
1197	1.10850503
1198	1.108089421
1199	1.107766344
1200	1.10760691
1201	1.10718896
1202	1.107026399
1203	1.106902157
1204	1.106703
1205	1.106112265
1206	1.105393097
1207	1.104983138
1208	1.104854008
1209	1.10446379
1210	1.103932943
1211	1.103812342
1212	1.103424077
1213	1.103000275
1214	1.102418822
1215	1.101931079
1216	1.101600297
1217	1.101058685
1218	1.100542135
1219	1.099958796
1220	1.099261357
1221	1.098999929
1222	1.098692024
1223	1.098372807
1224	1.098040439
1225	1.097895289
1226	1.097558712
1227	1.097374467
1228	1.09704037
1229	1.096401824
1230	1.096006847
1231	1.095361116
1232	1.094917358
1233	1.094768956
1234	1.094078238
1235	1.093527309
1236	1.093021014
1237	1.092673412
1238	1.092258856
1239	1.09182298
1240	1.091563833
1241	1.090991489
1242	1.090654926
1243	1.090474379
1244	1.090328393
1245	1.089930594
1246	1.089418551
1247	1.0890014
1248	1.088659932
1249	1.08829358
1250	1.087832142
1251	1.087587377
1252	1.087242267
1253	1.086971997
1254	1.086853785
1255	1.086576334
1256	1.086209894
1257	1.085639081
1258	1.08524967
1259	1.084504948
1260	1.084136137
1261	1.083486202
1262	1.083123783
1263	1.082904997
1264	1.082457576
1265	1.081996401
1266	1.081669131
1267	1.081494533
1268	1.08077907
1269	1.080342901
1270	1.080041589
1271	1.079861235
1272	1.079793762
1273	1.079188495
1274	1.078939035
1275	1.078539244
1276	1.078179559
1277	1.077823437
1278	1.07767981
1279	1.077218648
1280	1.077131214
1281	1.076487148
1282	1.076197285
1283	1.075834335
1284	1.075547877
1285	1.074924293
1286	1.074427826
1287	1.073603514
1288	1.073217951
1289	1.07261062
1290	1.072116402
1291	1.071628614
1292	1.071563227
1293	1.071006018
1294	1.070860088
1295	1.070381127
1296	1.069952223
1297	1.06965217
1298	1.069282735
1299	1.068862383
1300	1.068616569
1301	1.068174331
1302	1.067840626
1303	1.067137399
1304	1.066688635
1305	1.066273113
1306	1.066177221
1307	1.065959757
1308	1.065368143
1309	1.064846115
1310	1.064489594
1311	1.064113103
1312	1.063714497
1313	1.063230646
1314	1.062634702
1315	1.062239214
1316	1.061767354
1317	1.061292312
1318	1.060794855
1319	1.060313342
1320	1.059685176
1321	1.059025329
1322	1.058776525
1323	1.058624105
1324	1.058152101
1325	1.05778634
1326	1.057216722
1327	1.056696365
1328	1.056402635
1329	1.055792912
1330	1.055622255
1331	1.055153535
1332	1.05460758
1333	1.053999263
1334	1.053656671
1335	1.053455007
1336	1.053284668
1337	1.052974066
1338	1.052576571
1339	1.052223528
1340	1.051640865
1341	1.051457551
1342	1.051236598
1343	1.0509067
1344	1.05056326
1345	1.050380182
1346	1.050218153
1347	1.04978656
1348	1.049359955
1349	1.04897249
1350	1.048410491
1351	1.047839267
1352	1.047652888
1353	1.047315629
1354	1.047179489
1355	1.046928111
1356	1.046329098
1357	1.045730627
1358	1.045629448
1359	1.045253374
1360	1.044747121
1361	1.044348032
1362	1.044072059
1363	1.043784534
1364	1.043266602
1365	1.042961113
1366	1.042659638
1367	1.042261219
1368	1.042066399
1369	1.041633917
1370	1.04113534
1371	1.040643361
1372	1.04038611
1373	1.040153391
1374	1.040025309
1375	1.039631271
1376	1.039310545
1377	1.038981141
1378	1.038395525
1379	1.038015262
1380	1.037647923
1381	1.037170231
1382	1.0370179
1383	1.036619713
1384	1.036402667
1385	1.03607034
1386	1.035954855
1387	1.035280469
1388	1.034992433
1389	1.034800252
1390	1.034638845
1391	1.034358868
1392	1.03426104
1393	1.034086359
1394	1.033348771
1395	1.03305808
1396	1.032353804
1397	1.032169743
1398	1.031918618
1399	1.031591561
1400	1.031175944
1401	1.030888026
1402	1.030535507
1403	1.030029648
1404	1.029797716
1405	1.029490939
1406	1.029072379
1407	1.028655176
1408	1.028288309
1409	1.027877705
1410	1.027394396
1411	1.027078207
1412	1.026859692
1413	1.026527255
1414	1.026342249
1415	1.025905811
1416	1.025208028
1417	1.024838885
1418	1.024691963
1419	1.024260632
1420	1.023565416
1421	1.023292723
1422	1.022625526
1423	1.021925453
1424	1.021792433
1425	1.020987066
1426	1.020583398
1427	1.020287863
1428	1.019967382
1429	1.019549503
1430	1.019046003
1431	1.018715171
1432	1.018439008
1433	1.018017661
1434	1.017668314
1435	1.017402967
1436	1.017198184
1437	1.016823428
1438	1.01651496
1439	1.01611732
1440	1.016062343
1441	1.015947556
1442	1.015819786
1443	1.01520292
1444	1.014736299
1445	1.014480107
1446	1.013845419
1447	1.013625089
1448	1.013257411
1449	1.012765357
1450	1.012499956
1451	1.01218032
1452	1.012084855
1453	1.01161328
1454	1.011488395
1455	1.011372995
1456	1.011061314
1457	1.010450565
1458	1.010097317
1459	1.009766665
1460	1.009503805
1461	1.009183547
1462	1.008577669
1463	1.008172151
1464	1.00787198
1465	1.007641225
1466	1.007043725
1467	1.006521105
1468	1.00626159
1469	1.005807369
1470	1.005527098
1471	1.004983204
1472	1.004752516
1473	1.004098961
1474	1.003796229
1475	1.003176255
1476	1.00249026
1477	1.002055124
1478	1.001582396
1479	1.001078818
1480	1.000583311
1481	1.000134173
1482	0.9996305592
1483	0.9993622099
1484	0.9990780307
1485	0.9987799846
1486	0.9985830018
1487	0.9982842598
1488	0.9980647282
1489	0.997901687
1490	0.9974787724
1491	0.9971991626
1492	0.9970963641
1493	0.9969947792
1494	0.9965093302
1495	0.9963149357
1496	0.9959919017
1497	0.9955968936
1498	0.9953547569
1499	0.9952163514
1500	0.9947964047
1501	0.9943232741
1502	0.9937523592
1503	0.9934483235
1504	0.9933188137
1505	0.9930315182
1506	0.9929443001
1507	0.9927761936
1508	0.9926642739
1509	0.9921039863
1510	0.9918985647
1511	0.9915028773
1512	0.9910324198
1513	0.9907591063
1514	0.9903909149
1515	0.990332121
1516	0.9899113572
1517	0.989555244
1518	0.9891288722
1519	0.9889428349
1520	0.9887249082
1521	0.9883230513
1522	0.9879001034
1523	0.987502148
1524	0.9872516212
1525	0.9866234152
1526	0.9862506412
1527	0.9856343514
1528	0.9855469522
1529	0.9851509771
1530	0.9848145986
1531	0.9844529645
1532	0.9841630331
1533	0.9836561098
1534	0.983238429
1535	0.9831325808
1536	0.982761861
1537	0.9823266161
1538	0.9819227856
1539	0.9814593128
1540	0.9809975316
1541	0.9806208459
1542	0.9800427619
1543	0.9796730456
1544	0.9791618159
1545	0.9790067691
1546	0.9787593793
1547	0.9786543077
1548	0.9783224652
1549	0.9777650901
1550	0.977658571
1551	0.9773319182
1552	0.9768681576
1553	0.976459727
1554	0.9761273757
1555	0.9756992024
1556	0.9752147989
1557	0.9748311508
1558	0.9743909198
1559	0.9740193505
1560	0.9733875664
1561	0.9729267545
1562	0.9728269893
1563	0.9725627653
1564	0.9724354661
1565	0.972298839
1566	0.9720142219
1567	0.9718696944
1568	0.9715436864
1569	0.9712311971
1570	0.9707300039
1571	0.9704694459
1572	0.9702628472
1573	0.9696104734
1574	0.9694640644
1575	0.9691512695
1576	0.9687127312
1577	0.968081023
1578	0.9679498053
1579	0.9676430675
1580	0.9670671667
1581	0.9670093481
1582	0.9664296292
1583	0.9661172379
1584	0.9659291379
1585	0.9656565861
1586	0.9653206231
1587	0.9648828601
1588	0.9647733644
1589	0.9643523039
1590	0.964199048
1591	0.963915653
1592	0.9636649681
1593	0.9632187651
1594	0.9628788944
1595	0.9626672068
1596	0.9623602538
1597	0.9619813131
1598	0.9618173407
1599	0.9616166869
1600	0.9614373364
1601	0.9612876537
1602	0.9610987483
1603	0.9609593377
1604	0.9606653388
1605	0.9601988257
1606	0.9598355876
1607	0.9596563328
1608	0.9590347818
1609	0.9588361214
1610	0.9585657665
1611	0.9585091409
1612	0.958185403
1613	0.9575642955
1614	0.9570484751
1615	0.9565542045
1616	0.9563077247
1617	0.9562102981
1618	0.956055378
1619	0.9553646743
1620	0.9551262861
1621	0.9546378251
1622	0.9542982817
1623	0.9538821795
1624	0.9535652928
1625	0.9530356848
1626	0.9527979747
1627	0.9523243842
1628	0.9519733656
1629	0.9518531749
1630	0.9515398629
1631	0.9512844189
1632	0.9509254264
1633	0.9506319399
1634	0.9504873896
1635	0.9497303933
1636	0.9491960296
1637	0.9488231635
1638	0.948440848
1639	0.9480814683
1640	0.9476535769
1641	0.9472923286
1642	0.9470480337
1643	0.946876853
1644	0.9467248537
1645	0.9461140403
1646	0.9456974122
1647	0.9455020415
