iter	RMSE
1648	0.9453962648
1649	0.9452788005
1650	0.9448437437
1651	0.9447298201
1652	0.9444202016
1653	0.94387496
1654	0.9437253623
1655	0.9435144597
1656	0.9428616563
1657	0.9425447498
1658	0.9422397957
1659	0.9420040395
1660	0.9419244738
1661	0.9417336263
1662	0.9414879084
1663	0.9410700265
1664	0.9408754259
1665	0.9406147166
1666	0.9405114299
1667	0.9398477116
1668	0.9397539102
1669	0.9393229602
1670	0.939162134
1671	0.9388260163
1672	0.9385749605
1673	0.9384873349
1674	0.9382988199
1675	0.9379755103
1676	0.9376721151
1677	0.9375420504
1678	0.9374334097
1679	0.937154515
1680	0.9370243329
1681	0.936651423
1682	0.9363249554
1683	0.9358929467
1684	0.9356627657
1685	0.9355135977
1686	0.9353744963
1687	0.9351586001
1688	0.9346245934
1689	0.9343128056
1690	0.9338262401
1691	0.933526567
1692	0.9331542223
1693	0.9330192755
1694	0.9328952907
1695	0.9323153338
1696	0.9322024651
1697	0.9319365129
1698	0.9318427754
1699	0.9314005048
1700	0.9311970412
1701	0.9309153683
1702	0.9306549343
1703	0.9302684595
1704	0.9299693678
1705	0.9294611655
1706	0.9291793487
1707	0.928909782
1708	0.9286798697
1709	0.9283649731
1710	0.9281006718
1711	0.9278579287
1712	0.9276822083
1713	0.927166961
1714	0.9267759488
1715	0.9264494189
1716	0.9260700545
1717	0.9257222102
1718	0.9254601678
1719	0.9252496611
1720	0.9250785452
1721	0.9247288542
1722	0.9242534696
1723	0.9238701495
1724	0.923648719
1725	0.9233769311
1726	0.9233000513
1727	0.9230475861
1728	0.9223520835
1729	0.9221209741
1730	0.9218528508
1731	0.9216020242
1732	0.9213285337
1733	0.92105893
1734	0.9207845437
1735	0.9207073786
1736	0.920403163
1737	0.9202049215
1738	0.9199055275
1739	0.9198004857
1740	0.9195462083
1741	0.9193037429
1742	0.9186851212
1743	0.918248238
1744	0.9180134774
1745	0.9177860889
1746	0.9174708906
1747	0.9170967458
1748	0.916744674
1749	0.9166817292
1750	0.9165931419
1751	0.9160944783
1752	0.915903429
1753	0.9157537325
1754	0.9155092075
1755	0.9150680643
1756	0.9148839163
1757	0.9143090616
1758	0.9140342094
1759	0.9137625827
1760	0.9135325387
1761	0.9132931683
1762	0.9129355951
1763	0.9125449469
1764	0.9122245613
1765	0.91203447
1766	0.9115503545
1767	0.9114472057
1768	0.911066959
1769	0.9106993739
1770	0.910296444
1771	0.9099825793
1772	0.9097315511
1773	0.9093377036
1774	0.9090838967
1775	0.9089506529
1776	0.9087043566
1777	0.908423274
1778	0.9080631083
1779	0.9078614902
1780	0.9077194685
1781	0.9073377891
1782	0.9072489558
1783	0.9069736843
1784	0.9066926052
1785	0.9063595833
1786	0.9059926566
1787	0.9057134481
1788	0.9053939231
1789	0.9051912332
1790	0.90497241
1791	0.9047115269
1792	0.9042410708
1793	0.9039550392
1794	0.9034721074
1795	0.9031853591
1796	0.9029980204
1797	0.9027296679
1798	0.9022585699
1799	0.9019468782
1800	0.9015054906
1801	0.9010648797
1802	0.9009137056
1803	0.9007154825
1804	0.9002474437
1805	0.9000529463
1806	0.8997669366
1807	0.8994997395
1808	0.8992259544
1809	0.8989530208
1810	0.898769761
1811	0.8983941748
1812	0.8981045089
1813	0.897662662
1814	0.8974596885
1815	0.8973438318
1816	0.8971511436
1817	0.8967742339
1818	0.8962512294
1819	0.8959199548
1820	0.895652929
1821	0.8953093594
1822	0.8948169171
1823	0.894602486
1824	0.8943197834
1825	0.8941495901
1826	0.8939730141
1827	0.8934777754
1828	0.8933541055
1829	0.8928875689
1830	0.8925176155
1831	0.8922655314
1832	0.8920749194
1833	0.8918526082
1834	0.8917420596
1835	0.8912877494
1836	0.8911792726
1837	0.89091653
1838	0.8905168885
1839	0.8902069816
1840	0.8896959391
1841	0.8894645782
1842	0.8892123874
1843	0.8890139635
1844	0.8887268743
1845	0.8885083818
1846	0.8880327206
1847	0.8875362388
1848	0.8870671805
1849	0.8867042618
1850	0.8864543413
1851	0.8862377177
1852	0.8860091915
1853	0.885909215
1854	0.8858505428
1855	0.8855764408
1856	0.8852236445
1857	0.8850160928
1858	0.8847665638
1859	0.8845067313
1860	0.8842568889
1861	0.8839136981
1862	0.8834298967
1863	0.8831525301
1864	0.8829437824
1865	0.882769286
1866	0.8825932609
1867	0.8821888604
1868	0.8818609975
1869	0.8813152881
1870	0.8810429649
1871	0.8809029325
1872	0.8805800401
1873	0.8801952151
1874	0.8799489066
1875	0.8798618414
1876	0.879536891
1877	0.8791888188
1878	0.8785953886
1879	0.8784768701
1880	0.8779823105
1881	0.8776731879
1882	0.877582851
1883	0.8771590321
1884	0.8769275687
1885	0.87662982
1886	0.8764840455
1887	0.8763615961
1888	0.8761367057
1889	0.8756969956
1890	0.8753360247
1891	0.8752664399
1892	0.8751099989
1893	0.8749565729
1894	0.8746350475
1895	0.8744834551
1896	0.8743602887
1897	0.8742813918
1898	0.8737736919
1899	0.8736865573
1900	0.8733841411
1901	0.8730391295
1902	0.8726966649
1903	0.8722462425
1904	0.871910504
1905	0.8715484311
1906	0.8711832162
1907	0.871109117
1908	0.8708934036
1909	0.8708107899
1910	0.8704672327
1911	0.870222771
1912	0.8698918449
1913	0.8693064678
1914	0.8691227129
1915	0.8687795668
1916	0.8686846876
1917	0.868529946
1918	0.8682787873
1919	0.8682174696
1920	0.8678560696
1921	0.8677363009
1922	0.8674082869
1923	0.8672478166
1924	0.8669420369
1925	0.8664782832
1926	0.8663163001
1927	0.8661272311
1928	0.865971267
1929	0.8658678397
1930	0.8655842944
1931	0.8650881081
1932	0.8647863814
1933	0.8645138732
1934	0.8641725238
1935	0.8638465494
1936	0.863747331
1937	0.8633275427
1938	0.8630270912
1939	0.8628741201
1940	0.8627910885
1941	0.8625698592
1942	0.8623551695
1943	0.8620871974
1944	0.8618101681
1945	0.8616405046
1946	0.8613573765
1947	0.8611766409
1948	0.860719798
1949	0.860360389
1950	0.8599996941
1951	0.8595197824
1952	0.8592747845
1953	0.8591798779
1954	0.8588531309
1955	0.8584709653
1956	0.8582470943
1957	0.857970141
1958	0.8574510553
1959	0.8570265744
1960	0.8569193413
1961	0.8568180643
1962	0.8566666832
1963	0.8562700526
1964	0.8559556619
1965	0.8553293215
1966	0.8550615633
1967	0.8549216195
1968	0.8546956323
1969	0.8546287688
1970	0.8544666568
1971	0.8543264031
1972	0.8540596185
1973	0.8537600864
1974	0.8533249546
1975	0.853028808
1976	0.8528885493
1977	0.8526414911
1978	0.8523088222
1979	0.851842957
1980	0.8514411046
1981	0.8512700631
1982	0.8511494485
1983	0.8509347584
1984	0.8506853161
1985	0.8501444049
1986	0.8499267437
1987	0.849871511
1988	0.8495693987
1989	0.8492548893
1990	0.8488586956
1991	0.8486751178
1992	0.8484310464
1993	0.8481442477
1994	0.8479389218
1995	0.8474603209
1996	0.8470803864
1997	0.8469997688
1998	0.8466113403
1999	0.8465131151
