iter	Passed	Remaining
0	49	49436
1	87	43760
2	125	41861
3	165	41142
4	203	40494
5	244	40456
6	284	40333
7	324	40179
8	363	39999
9	401	39728
10	439	39521
11	479	39457
12	520	39532
13	559	39402
14	598	39322
15	637	39229
16	675	39037
17	713	38940
18	737	38084
19	776	38028
20	815	38004
21	855	38033
22	896	38098
23	936	38080
24	976	38070
25	985	36926
26	1026	36977
27	1049	36448
28	1090	36505
29	1129	36504
30	1167	36492
31	1206	36481
32	1246	36529
33	1285	36521
34	1324	36506
35	1361	36464
36	1400	36443
37	1438	36425
38	1478	36434
39	1517	36419
40	1558	36463
41	1598	36469
42	1639	36498
43	1680	36505
44	1720	36504
45	1759	36492
46	1798	36465
47	1837	36445
48	1877	36445
49	1918	36454
50	1958	36452
51	1998	36433
52	2011	35933
53	2051	35943
54	2090	35924
55	2129	35897
56	2168	35870
57	2207	35860
58	2248	35858
59	2287	35830
60	2325	35797
61	2363	35757
62	2402	35725
63	2441	35711
64	2480	35674
65	2518	35639
66	2557	35615
67	2597	35599
68	2635	35566
69	2675	35548
70	2714	35512
71	2754	35505
72	2780	35303
73	2823	35337
74	2865	35338
75	2907	35343
76	2918	34989
77	2960	34995
78	3001	34994
79	3042	34987
80	3058	34706
81	3098	34686
82	3138	34675
83	3178	34657
84	3217	34635
85	3257	34615
86	3296	34597
87	3336	34581
88	3374	34544
89	3413	34513
90	3451	34478
91	3489	34443
92	3529	34425
93	3568	34397
94	3607	34368
95	3646	34337
96	3684	34300
97	3723	34267
98	3762	34243
99	3801	34214
100	3841	34189
101	3881	34170
102	3920	34141
103	3959	34115
104	3997	34077
105	4037	34051
106	4077	34030
107	4117	34009
108	4155	33970
109	4195	33945
110	4236	33931
111	4278	33925
112	4319	33905
113	4359	33879
114	4398	33845
115	4437	33815
116	4476	33785
117	4516	33759
118	4555	33723
119	4593	33683
120	4632	33654
121	4671	33620
122	4709	33579
123	4748	33547
124	4788	33516
125	4831	33515
126	4869	33475
127	4909	33448
128	4949	33421
129	4990	33394
130	5028	33359
131	5067	33321
132	5105	33282
133	5144	33245
134	5182	33207
135	5222	33179
136	5261	33142
137	5299	33101
138	5338	33070
139	5379	33048
140	5418	33012
141	5456	32967
142	5495	32935
143	5536	32912
144	5575	32878
145	5616	32851
146	5654	32810
147	5693	32774
148	5732	32739
149	5772	32711
150	5815	32697
151	5855	32667
152	5895	32635
153	5934	32601
154	5974	32568
155	6012	32527
156	6050	32485
157	6088	32445
158	6126	32405
159	6165	32368
160	6203	32327
161	6242	32290
162	6281	32254
163	6320	32219
164	6360	32187
165	6398	32148
166	6438	32113
167	6476	32075
168	6515	32038
169	6556	32011
170	6596	31980
171	6635	31941
172	6674	31905
173	6714	31872
174	6752	31833
175	6791	31798
176	6831	31766
177	6873	31739
178	6911	31700
179	6950	31663
180	6993	31644
181	7031	31604
182	7072	31573
183	7111	31536
184	7150	31501
185	7190	31467
186	7235	31455
187	7279	31440
188	7324	31427
189	7367	31406
190	7409	31383
191	7452	31364
192	7492	31328
193	7531	31292
194	7574	31269
195	7614	31232
196	7653	31197
197	7693	31164
198	7735	31135
199	7774	31098
200	7815	31065
201	7855	31031
202	7894	30996
203	7937	30973
204	7978	30939
205	8020	30915
206	8058	30871
207	8096	30830
208	8136	30794
209	8182	30781
210	8233	30786
211	8281	30783
212	8326	30763
213	8370	30744
214	8417	30733
215	8465	30725
216	8509	30706
217	8560	30708
218	8605	30689
219	8648	30662
220	8688	30626
221	8730	30597
222	8769	30556
223	8809	30517
224	8852	30491
225	8895	30464
226	8937	30435
227	8977	30396
228	9017	30360
229	9059	30331
230	9099	30292
231	9138	30252
232	9179	30218
233	9219	30178
234	9261	30148
235	9302	30115
236	9344	30084
237	9389	30062
238	9432	30034
239	9477	30010
240	9519	29981
241	9563	29953
242	9603	29916
243	9643	29878
244	9686	29850
245	9727	29814
246	9768	29780
247	9809	29745
248	9849	29707
249	9888	29666
250	9930	29631
251	9969	29592
252	10009	29553
253	10049	29515
254	10089	29477
255	10129	29439
256	10169	29399
257	10209	29361
258	10249	29322
259	10289	29286
260	10329	29248
261	10369	29208
262	10409	29171
263	10447	29125
264	10485	29082
265	10523	29037
266	10562	28997
267	10602	28959
268	10642	28921
269	10681	28880
270	10719	28836
271	10757	28791
272	10797	28752
273	10836	28712
274	10875	28672
275	10913	28629
276	10952	28586
277	10991	28545
278	11033	28514
279	11074	28476
280	11115	28440
281	11156	28404
282	11199	28374
283	11238	28333
284	11279	28297
285	11321	28264
286	11361	28225
287	11401	28187
288	11441	28147
289	11480	28107
290	11518	28065
291	11557	28023
292	11596	27981
293	11634	27939
294	11675	27902
295	11714	27861
296	11753	27820
297	11792	27779
298	11832	27740
299	11872	27701
300	11916	27673
301	11958	27638
302	11998	27599
303	12039	27563
304	12081	27530
305	12126	27502
306	12168	27467
307	12209	27432
308	12249	27393
309	12291	27359
310	12330	27318
311	12372	27282
312	12411	27241
313	12450	27201
314	12492	27166
315	12534	27131
316	12575	27093
317	12614	27054
318	12653	27013
319	12693	26973
320	12733	26935
321	12773	26895
322	12813	26856
323	12854	26819
324	12895	26782
325	12936	26746
326	12978	26710
327	13020	26676
328	13060	26636
329	13097	26591
330	13135	26549
331	13175	26510
332	13215	26471
333	13255	26431
334	13293	26389
335	13332	26348
336	13371	26306
337	13410	26265
338	13451	26227
339	13492	26191
340	13533	26153
341	13572	26113
342	13611	26072
343	13652	26034
344	13694	25999
345	13743	25977
346	13786	25943
347	13829	25909
348	13870	25872
349	13912	25836
350	13955	25803
351	13997	25768
352	14038	25731
353	14078	25691
354	14120	25655
355	14160	25616
356	14200	25576
357	14240	25536
358	14279	25496
359	14319	25457
360	14359	25416
361	14398	25376
362	14437	25335
363	14478	25297
364	14519	25260
365	14561	25223
366	14603	25188
367	14646	25153
368	14690	25120
369	14734	25088
370	14779	25057
371	14822	25023
372	14867	24991
373	14909	24954
374	14949	24915
375	14990	24878
376	15030	24837
377	15073	24803
378	15113	24764
379	15154	24725
380	15193	24684
381	15234	24646
382	15274	24607
383	15315	24568
384	15356	24531
385	15396	24491
386	15437	24452
387	15477	24412
388	15517	24372
389	15557	24333
390	15596	24292
391	15633	24247
392	15672	24206
393	15712	24167
394	15751	24124
395	15789	24083
396	15829	24042
397	15867	24000
398	15906	23959
399	15945	23918
400	15984	23877
401	16023	23836
402	16062	23795
403	16101	23753
404	16141	23714
405	16180	23672
406	16218	23629
407	16256	23587
408	16294	23544
409	16333	23504
410	16372	23462
411	16410	23421
412	16451	23381
413	16491	23343
414	16531	23303
415	16571	23263
416	16612	23224
417	16652	23185
418	16689	23142
419	16728	23100
420	16766	23058
421	16803	23015
422	16843	22975
423	16880	22931
424	16920	22891
425	16960	22853
426	16999	22811
427	17037	22769
428	17075	22727
429	17114	22686
430	17152	22644
431	17192	22604
432	17230	22563
433	17269	22521
434	17306	22478
435	17345	22437
436	17383	22395
437	17424	22357
438	17464	22318
439	17502	22276
440	17540	22234
441	17579	22193
442	17619	22153
443	17658	22112
444	17697	22072
445	17737	22032
446	17776	21992
447	17818	21955
448	17857	21914
449	17897	21874
450	17937	21835
451	17976	21795
452	18015	21753
453	18054	21713
454	18094	21673
455	18133	21633
456	18172	21591
457	18211	21551
458	18249	21509
459	18288	21468
460	18328	21429
461	18367	21389
462	18406	21348
463	18445	21307
464	18483	21266
465	18525	21228
466	18565	21189
467	18605	21150
468	18644	21109
469	18683	21068
470	18722	21027
471	18766	20992
472	18805	20952
473	18850	20918
474	18890	20878
475	18930	20839
476	18969	20799
477	19010	20760
478	19050	20721
479	19090	20681
480	19134	20646
481	19175	20608
482	19216	20569
483	19258	20531
484	19298	20492
485	19338	20453
486	19378	20412
487	19417	20372
488	19457	20332
489	19496	20292
490	19536	20253
491	19576	20213
492	19617	20174
493	19656	20133
494	19694	20092
495	19732	20050
496	19770	20009
497	19809	19968
498	19848	19928
499	19888	19888
500	19927	19847
501	19965	19806
502	20003	19765
503	20042	19724
504	20080	19682
505	20120	19643
506	20160	19603
507	20198	19562
508	20236	19520
509	20274	19479
510	20314	19440
511	20352	19398
512	20391	19357
513	20428	19316
514	20467	19275
515	20511	19239
516	20550	19199
517	20589	19158
518	20636	19125
519	20678	19087
520	20717	19047
521	20758	19008
522	20798	18969
523	20836	18927
524	20878	18889
525	20917	18849
526	20956	18808
527	20994	18767
528	21032	18726
529	21070	18685
530	21109	18644
531	21149	18605
532	21190	18566
533	21230	18526
534	21269	18486
535	21310	18447
536	21354	18412
537	21396	18373
538	21438	18335
539	21481	18299
540	21525	18262
541	21570	18227
542	21614	18190
543	21661	18157
544	21707	18122
545	21753	18088
546	21798	18052
547	21844	18017
548	21888	17980
549	21930	17942
550	21971	17904
551	22012	17864
552	22053	17826
553	22096	17788
554	22140	17752
555	22181	17713
556	22226	17677
557	22270	17640
558	22311	17601
559	22355	17564
560	22397	17526
561	22439	17488
562	22480	17449
563	22524	17412
564	22567	17375
565	22616	17342
566	22660	17305
567	22703	17267
568	22749	17232
569	22794	17195
570	22836	17157
571	22877	17117
572	22916	17077
573	22956	17037
574	22997	16998
575	23037	16957
576	23077	16917
577	23118	16878
578	23166	16844
579	23207	16805
580	23247	16765
581	23288	16726
582	23333	16689
583	23379	16654
584	23420	16614
585	23463	16576
586	23504	16537
587	23545	16497
588	23584	16457
589	23624	16417
590	23663	16376
591	23703	16336
592	23742	16295
593	23782	16255
594	23823	16215
595	23863	16175
596	23903	16135
597	23943	16095
598	23982	16055
599	24020	16013
600	24061	15974
601	24101	15934
602	24140	15893
603	24181	15854
604	24223	15815
605	24263	15775
606	24302	15734
607	24340	15693
608	24379	15652
609	24418	15611
610	24456	15570
611	24495	15530
612	24537	15490
613	24583	15454
614	24627	15416
615	24669	15378
616	24713	15340
617	24755	15301
618	24796	15262
619	24838	15223
620	24881	15185
621	24920	15144
622	24961	15105
623	25001	15065
624	25042	15025
625	25083	14985
626	25122	14945
627	25164	14906
628	25203	14865
629	25243	14825
630	25283	14785
631	25323	14745
632	25362	14704
633	25401	14664
634	25441	14623
635	25480	14583
636	25519	14542
637	25557	14501
638	25595	14459
639	25634	14419
640	25674	14379
641	25713	14338
642	25751	14297
643	25789	14256
644	25829	14215
645	25867	14174
646	25909	14135
647	25947	14094
648	25986	14054
649	26026	14014
650	26066	13974
651	26105	13933
652	26145	13893
653	26183	13852
654	26224	13812
655	26261	13771
656	26298	13729
657	26338	13689
658	26378	13649
659	26417	13609
660	26458	13569
661	26498	13529
662	26535	13487
663	26573	13446
664	26613	13407
665	26657	13368
666	26699	13329
667	26738	13289
668	26778	13248
669	26817	13208
670	26856	13168
671	26894	13126
672	26931	13085
673	26970	13045
674	27010	13005
675	27050	12964
676	27088	12924
677	27127	12883
678	27167	12843
679	27205	12802
680	27243	12761
681	27286	12723
682	27326	12682
683	27366	12642
684	27406	12603
685	27446	12562
686	27483	12521
687	27521	12480
688	27560	12440
689	27599	12399
690	27639	12359
691	27683	12321
692	27723	12281
693	27762	12241
694	27800	12200
695	27838	12159
696	27877	12118
697	27916	12078
698	27954	12037
699	27995	11997
700	28036	11958
701	28076	11918
702	28113	11877
703	28152	11837
704	28192	11796
705	28230	11756
706	28268	11715
707	28306	11674
708	28346	11634
709	28385	11594
710	28423	11553
711	28461	11512
712	28500	11472
713	28541	11432
714	28580	11392
715	28621	11352
716	28661	11312
717	28700	11272
718	28740	11232
719	28782	11193
720	28821	11152
721	28859	11111
722	28903	11073
723	28943	11033
724	28983	10993
725	29024	10954
726	29064	10914
727	29106	10874
728	29144	10834
729	29182	10793
730	29221	10753
731	29260	10712
732	29298	10672
733	29337	10631
734	29375	10591
735	29413	10550
736	29452	10510
737	29490	10469
738	29530	10429
739	29570	10389
740	29609	10349
741	29648	10308
742	29689	10269
743	29729	10229
744	29774	10191
745	29815	10151
746	29855	10111
747	29895	10071
748	29933	10031
749	29977	9992
750	30018	9952
751	30057	9912
752	30098	9872
753	30137	9832
754	30177	9792
755	30218	9752
756	30258	9713
757	30295	9672
758	30333	9631
759	30371	9590
760	30411	9551
761	30450	9510
762	30488	9470
763	30527	9429
764	30565	9389
765	30603	9348
766	30643	9308
767	30683	9269
768	30722	9228
769	30761	9188
770	30799	9147
771	30837	9107
772	30876	9067
773	30915	9027
774	30955	8987
775	30993	8946
776	31032	8906
777	31072	8866
778	31112	8826
779	31153	8786
780	31193	8747
781	31231	8706
782	31270	8666
783	31309	8626
784	31350	8586
785	31389	8546
786	31430	8506
787	31471	8466
788	31510	8426
789	31550	8386
790	31590	8346
791	31629	8306
792	31668	8266
793	31710	8227
794	31748	8186
795	31788	8146
796	31829	8107
797	31868	8066
798	31909	8027
799	31948	7987
800	31986	7946
801	32024	7906
802	32064	7866
803	32103	7826
804	32142	7785
805	32181	7746
806	32221	7706
807	32260	7665
808	32299	7625
809	32337	7585
810	32375	7544
811	32413	7504
812	32453	7464
813	32492	7424
814	32533	7384
815	32571	7344
816	32610	7304
817	32650	7264
818	32692	7225
819	32733	7185
820	32773	7145
821	32813	7105
822	32855	7066
823	32897	7026
824	32938	6986
825	32979	6947
826	33018	6907
827	33058	6867
828	33097	6827
829	33137	6787
830	33177	6747
831	33216	6707
832	33258	6667
833	33297	6627
834	33337	6587
