iter	Passed	Remaining
402	17692	25726
403	17743	25692
404	17790	25653
405	17843	25622
406	17889	25581
407	17942	25550
408	17998	25523
409	18050	25490
410	18102	25457
411	18160	25432
412	18213	25402
413	18265	25368
414	18322	25342
415	18374	25309
416	18429	25279
417	18485	25251
418	18535	25215
419	18587	25181
420	18637	25144
421	18685	25106
422	18733	25066
423	18783	25029
424	18834	24994
425	18886	24959
426	18936	24922
427	18989	24890
428	19040	24855
429	19090	24817
430	19141	24781
431	19191	24744
432	19241	24706
433	19290	24668
434	19342	24634
435	19392	24595
436	19444	24561
437	19493	24522
438	19541	24482
439	19591	24444
440	19642	24408
441	19692	24370
442	19741	24331
443	19789	24291
444	19839	24253
445	19890	24216
446	19941	24179
447	19989	24139
448	20038	24099
449	20086	24059
450	20134	24019
451	20182	23977
452	20231	23938
453	20283	23901
454	20333	23864
455	20384	23826
456	20432	23785
457	20481	23745
458	20529	23704
459	20577	23664
460	20625	23623
461	20684	23594
462	20736	23558
463	20786	23519
464	20836	23480
465	20886	23441
466	20935	23401
467	20984	23361
468	21034	23321
469	21083	23281
470	21132	23240
471	21181	23201
472	21229	23158
473	21278	23119
474	21326	23077
475	21373	23035
476	21420	22992
477	21468	22951
478	21519	22911
479	21571	22875
480	21621	22835
481	21672	22796
482	21723	22757
483	21773	22717
484	21822	22676
485	21870	22635
486	21928	22603
487	21982	22568
488	22036	22531
489	22086	22492
490	22137	22453
491	22189	22414
492	22241	22377
493	22292	22338
494	22344	22299
495	22395	22260
496	22445	22219
497	22496	22180
498	22549	22142
499	22602	22105
500	22657	22069
501	22713	22034
502	22766	21997
503	22818	21958
504	22867	21916
505	22918	21876
506	22968	21836
507	23019	21796
508	23069	21754
509	23117	21712
510	23169	21672
511	23222	21634
512	23271	21593
513	23318	21549
514	23369	21508
515	23421	21469
516	23468	21425
517	23515	21381
518	23562	21338
519	23612	21296
520	23664	21256
521	23716	21217
522	23764	21174
523	23813	21131
524	23860	21087
525	23907	21044
526	23955	21000
527	24002	20956
528	24050	20913
529	24097	20869
530	24145	20825
531	24192	20781
532	24237	20736
533	24285	20692
534	24331	20647
535	24376	20601
536	24422	20556
537	24467	20510
538	24513	20466
539	24558	20420
540	24602	20373
541	24645	20326
542	24690	20279
543	24734	20232
544	24778	20186
545	24822	20140
546	24865	20092
547	24909	20045
548	24952	19998
549	24998	19953
550	25046	19909
551	25093	19865
552	25141	19822
553	25188	19777
554	25235	19733
555	25283	19690
556	25329	19645
557	25374	19599
558	25421	19554
559	25468	19510
560	25518	19468
561	25565	19424
562	25611	19379
563	25662	19337
564	25709	19293
565	25755	19248
566	25803	19204
567	25851	19161
568	25898	19116
569	25950	19076
570	25998	19032
571	26048	18989
572	26097	18947
573	26145	18902
574	26193	18859
575	26241	18815
576	26288	18770
577	26334	18726
578	26382	18681
579	26428	18636
580	26475	18591
581	26523	18548
582	26569	18503
583	26617	18459
584	26664	18414
585	26711	18370
586	26762	18328
587	26811	18284
588	26859	18241
589	26912	18200
590	26961	18157
591	27009	18112
592	27055	18067
593	27100	18021
594	27146	17975
595	27194	17932
596	27240	17886
597	27286	17840
598	27332	17795
599	27377	17749
600	27421	17703
601	27464	17655
602	27508	17608
603	27551	17561
604	27596	17515
605	27640	17469
606	27685	17423
607	27731	17377
608	27776	17331
609	27820	17285
610	27864	17238
611	27911	17193
612	27955	17147
613	28001	17101
614	28045	17055
615	28090	17009
616	28134	16963
617	28178	16916
618	28222	16869
619	28265	16822
620	28308	16775
621	28354	16730
622	28399	16683
623	28443	16637
624	28491	16593
625	28535	16547
626	28580	16501
627	28625	16454
628	28668	16408
629	28712	16361
630	28755	16314
631	28800	16268
632	28844	16222
633	28888	16175
634	28931	16128
635	28974	16081
636	29019	16035
637	29069	15992
638	29114	15946
639	29157	15900
640	29200	15853
641	29244	15806
642	29289	15760
643	29332	15714
644	29377	15667
645	29421	15621
646	29465	15575
647	29509	15528
648	29552	15482
649	29596	15435
650	29641	15389
651	29686	15344
652	29730	15297
653	29774	15251
654	29819	15205
655	29863	15159
656	29907	15112
657	29951	15066
658	29996	15020
659	30040	14974
660	30086	14929
661	30130	14883
662	30174	14837
663	30219	14791
664	30262	14744
665	30307	14698
666	30351	14652
667	30395	14606
668	30438	14559
669	30482	14513
670	30526	14467
671	30571	14421
672	30615	14375
673	30658	14328
674	30703	14282
675	30747	14236
676	30792	14190
677	30836	14144
678	30879	14098
679	30922	14051
680	30966	14005
681	31010	13959
682	31057	13914
683	31102	13868
684	31147	13823
685	31191	13777
686	31237	13731
687	31282	13686
688	31326	13639
689	31370	13593
690	31414	13547
691	31460	13502
692	31505	13456
693	31552	13412
694	31598	13366
695	31643	13321
696	31687	13275
697	31731	13228
698	31774	13182
699	31818	13136
700	31860	13089
701	31903	13043
702	31947	12997
703	31991	12951
704	32034	12904
705	32078	12858
706	32123	12812
707	32166	12766
708	32210	12720
709	32254	12674
710	32298	12628
711	32342	12582
712	32390	12538
713	32433	12491
714	32477	12445
715	32523	12400
716	32567	12354
717	32610	12308
718	32656	12263
719	32702	12218
720	32747	12172
721	32792	12126
722	32837	12081
723	32880	12035
724	32924	11989
725	32970	11943
726	33013	11897
727	33058	11851
728	33101	11805
729	33145	11759
730	33188	11713
731	33231	11667
732	33276	11621
733	33320	11576
734	33364	11530
735	33409	11484
736	33453	11438
737	33496	11392
738	33541	11346
739	33585	11300
740	33629	11255
741	33676	11210
742	33724	11165
743	33771	11120
744	33819	11076
745	33866	11031
746	33913	10986
747	33962	10942
748	34009	10897
749	34056	10852
750	34102	10807
751	34147	10761
752	34192	10716
753	34238	10671
754	34283	10625
755	34327	10579
756	34370	10533
757	34414	10487
758	34459	10442
759	34502	10396
760	34547	10350
761	34591	10304
762	34635	10259
763	34680	10213
764	34726	10168
765	34774	10123
766	34822	10078
767	34867	10033
768	34910	9987
769	34955	9941
770	34999	9895
771	35042	9850
772	35090	9805
773	35134	9759
774	35179	9713
775	35223	9668
776	35267	9622
777	35310	9576
778	35353	9530
779	35398	9484
780	35441	9439
781	35485	9393
782	35529	9347
783	35573	9301
784	35617	9256
785	35661	9210
786	35706	9164
787	35750	9119
788	35794	9073
789	35839	9027
790	35882	8981
791	35925	8936
792	35969	8890
793	36015	8845
794	36059	8799
795	36104	8753
796	36147	8708
797	36192	8662
798	36237	8617
799	36281	8571
800	36325	8525
801	36369	8480
802	36413	8434
803	36460	8389
804	36505	8344
805	36549	8298
806	36593	8252
807	36637	8207
808	36682	8161
809	36725	8115
810	36770	8070
811	36815	8025
812	36858	7979
813	36903	7933
814	36947	7888
815	36990	7842
816	37034	7796
817	37077	7750
818	37121	7705
819	37165	7659
820	37209	7614
821	37252	7568
822	37297	7522
823	37341	7477
824	37385	7431
825	37428	7385
826	37473	7340
827	37518	7295
828	37562	7249
829	37610	7204
830	37655	7159
831	37700	7114
832	37743	7068
833	37786	7022
834	37831	6977
835	37877	6932
836	37922	6886
837	37965	6841
838	38008	6795
839	38053	6749
840	38097	6704
841	38141	6658
842	38184	6613
843	38229	6567
844	38272	6522
845	38315	6476
846	38359	6430
847	38402	6385
848	38446	6339
849	38492	6294
850	38535	6249
851	38580	6203
852	38626	6158
853	38671	6113
854	38715	6067
855	38759	6022
856	38804	5976
857	38848	5931
858	38893	5886
859	38937	5840
860	38981	5795
861	39025	5749
862	39070	5704
863	39114	5658
864	39161	5613
865	39205	5568
866	39249	5523
867	39292	5477
868	39336	5431
869	39381	5386
870	39425	5341
871	39469	5295
872	39513	5250
873	39557	5204
874	39601	5159
875	39644	5113
876	39688	5068
877	39731	5023
878	39775	4977
879	39818	4932
880	39863	4886
881	39907	4841
882	39950	4795
883	39993	4750
884	40038	4705
885	40083	4659
886	40126	4614
887	40172	4569
888	40216	4523
889	40259	4478
890	40304	4433
891	40349	4387
892	40392	4342
893	40440	4297
894	40485	4252
895	40528	4206
896	40573	4161
897	40617	4116
898	40662	4070
899	40706	4025
900	40750	3980
901	40795	3934
902	40839	3889
903	40883	3844
904	40927	3798
905	40971	3753
906	41016	3708
907	41061	3662
908	41105	3617
909	41148	3572
910	41191	3526
