iter	TotalF1	MultiClass
242	0.7820529981	1.078958882
243	0.7818891104	1.078054025
244	0.7831506036	1.076019623
245	0.783437928	1.075303276
246	0.7836996496	1.074657177
247	0.7856865732	1.07164846
248	0.7864661677	1.070640367
249	0.7867062267	1.069597067
250	0.7877435328	1.068942859
251	0.7881204602	1.067313324
252	0.7890375222	1.065155506
253	0.7888516212	1.064421214
254	0.7888551021	1.063686705
255	0.7901245545	1.061351621
256	0.7924524947	1.058885484
257	0.7922083676	1.05798741
258	0.7918634037	1.056742953
259	0.792620561	1.055959603
260	0.7931856941	1.055108057
261	0.7937833887	1.053552617
262	0.7945840691	1.051840144
263	0.7960481547	1.048868935
264	0.7969539821	1.046778182
265	0.7993994113	1.043694416
266	0.799233201	1.042448194
267	0.800133858	1.041553541
268	0.8007905063	1.039955189
269	0.8009459826	1.038108085
270	0.80145009	1.037031468
271	0.801718683	1.036427152
272	0.802575886	1.034314656
273	0.8044735429	1.031342539
274	0.8056977735	1.029209266
275	0.8061286158	1.027043912
276	0.8066940639	1.025690025
277	0.8078059128	1.023481702
278	0.8087714548	1.022365608
279	0.8093614781	1.021537614
280	0.8090347037	1.020595737
281	0.8098012187	1.017747899
282	0.811144502	1.016598868
283	0.8115567899	1.014482782
284	0.8117309596	1.013545188
285	0.8124310499	1.010588863
286	0.8137816488	1.009965419
287	0.8148065419	1.007930948
288	0.8152967162	1.007193379
289	0.8157013991	1.006362978
290	0.8168394091	1.003678061
291	0.8174725314	1.002214807
292	0.8171743994	1.001609922
293	0.8177468775	1.001195625
294	0.8190125885	0.9988041359
295	0.8200963737	0.9975694076
296	0.820290518	0.9956015581
297	0.8211357603	0.9950237956
298	0.8214332338	0.9940148837
299	0.8229071093	0.9915257953
300	0.8236403457	0.9902581669
301	0.824538136	0.989575643
302	0.8258510506	0.9876920395
303	0.8265387751	0.9849996449
304	0.8266018251	0.9825580232
305	0.8272917992	0.9807736988
306	0.8282426153	0.9783678194
307	0.8288598461	0.9776882718
308	0.8292222626	0.9767835011
309	0.8313727843	0.9740019032
310	0.8316085475	0.9737702084
311	0.8319635219	0.9729737197
312	0.8325869646	0.9720086966
313	0.8327297643	0.9710376811
314	0.8333351936	0.9697680914
315	0.8339635832	0.9691855843
316	0.8341840395	0.9681122194
317	0.8345489942	0.966613266
318	0.8353611597	0.9656914605
319	0.8360915093	0.9633414914
320	0.8363838889	0.9625078131
321	0.8372087844	0.9618134978
322	0.8370708008	0.961350104
323	0.837953372	0.9607173658
324	0.8381082283	0.9599120888
325	0.8387134156	0.9589948258
326	0.839771386	0.9580194151
327	0.840092436	0.9567832031
328	0.8403903111	0.9554379884
329	0.8409774596	0.954559022
330	0.8409840502	0.9540876991
331	0.8412276038	0.9526272071
332	0.8414452511	0.9520921147
333	0.84212831	0.9511893044
334	0.8420420895	0.9504168534
335	0.8439505892	0.9478119098
336	0.8436180121	0.9466832809
337	0.845043304	0.9447055522
338	0.8448157545	0.9440107497
339	0.84566017	0.9417389874
340	0.8459228043	0.9404031821
341	0.846491824	0.9384531742
342	0.8473006196	0.9371161819
343	0.8489659177	0.9345805667
344	0.8497322632	0.9336536418
345	0.850615709	0.9328612746
346	0.8508916153	0.9320012705
347	0.8512007325	0.9312519414
348	0.8524384013	0.9294792999
349	0.8530273491	0.9287678175
350	0.8529514528	0.9280652726
351	0.8536906108	0.9273055491
352	0.8539149751	0.9267592737
353	0.8546765084	0.9260990797
354	0.8547391456	0.9254151662
355	0.855974636	0.9225921068
356	0.8562554209	0.9210110446
357	0.8570146825	0.9204147585
358	0.8579458335	0.9198186555
359	0.8575762068	0.9188060872
360	0.8582312475	0.916301368
361	0.858376474	0.9142834447
362	0.8596362034	0.9127920664
363	0.8600640401	0.9122214814
