iter	TotalF1	MultiClass
85	0.4499269695	1.459039791
86	0.4505639319	1.45833154
87	0.4509443818	1.457296807
88	0.451851762	1.455965615
89	0.453363205	1.454408211
90	0.4543871305	1.453333423
91	0.4573159372	1.450808651
92	0.4611062894	1.449370543
93	0.460929689	1.447870781
94	0.4633411523	1.445443751
95	0.4665646144	1.443684385
96	0.4669740846	1.442831217
97	0.4676706511	1.441703529
98	0.4709649917	1.439820954
99	0.4723277409	1.438101299
100	0.4742379245	1.436116385
101	0.4751553448	1.434901949
102	0.4767998829	1.433317172
103	0.4773007082	1.431955571
104	0.4798544441	1.430353684
105	0.4829539088	1.427716771
106	0.482932729	1.426624846
107	0.4847183781	1.425095721
108	0.4871094628	1.423838513
109	0.4879556815	1.422029651
110	0.4923200031	1.419028361
111	0.4928275019	1.417802572
112	0.4954907041	1.416270838
113	0.4965926971	1.415011351
114	0.4976951643	1.413617706
115	0.4980285465	1.41220625
116	0.5001587176	1.410806786
117	0.5010723959	1.409530341
118	0.5038688471	1.408171113
119	0.5049207128	1.406941394
120	0.5053469153	1.405930533
121	0.5048535231	1.404761946
122	0.5065984298	1.402812075
123	0.5060880146	1.401543475
124	0.5072056741	1.400092112
125	0.5089549799	1.398891746
126	0.5114649798	1.397881339
127	0.5126784711	1.397147608
128	0.5146462281	1.395750479
129	0.517514451	1.39291643
130	0.5205247216	1.391033177
131	0.5210120142	1.388929728
132	0.5213606741	1.387610328
133	0.5216162524	1.386708002
134	0.521531167	1.385673965
135	0.523291141	1.384504324
136	0.5268506988	1.381446882
137	0.5280298439	1.380433956
138	0.5292588536	1.378902663
139	0.5293084491	1.377848342
140	0.5298625629	1.376924943
141	0.529196311	1.375633736
142	0.5324920994	1.373002454
143	0.5318501499	1.371051356
144	0.5359724953	1.368661575
145	0.5368953661	1.367228571
146	0.5378577297	1.365258205
147	0.5393849748	1.363544954
148	0.5394626743	1.362624165
149	0.5425316787	1.360874633
150	0.5439239701	1.359407159
151	0.5450163073	1.357865935
152	0.5471727609	1.356065653
153	0.5487265049	1.354101005
154	0.549161044	1.353151227
155	0.5492584096	1.351380957
156	0.5501667746	1.349392836
157	0.5494778806	1.348250276
158	0.5525112346	1.346742345
159	0.5534713866	1.344918163
160	0.5537407811	1.344195856
161	0.5552439735	1.343334744
162	0.5555473096	1.342677899
163	0.5584792725	1.339913316
164	0.5591740729	1.339195732
165	0.5573641746	1.338071754
166	0.5623780456	1.335935562
167	0.5632417904	1.335089976
168	0.5661488212	1.332720227
169	0.5660348075	1.332044827
170	0.5661991156	1.33020512
171	0.5702440152	1.328620167
172	0.5713953712	1.327341237
173	0.5722742662	1.325162529
174	0.5724530997	1.323750915
175	0.5728418121	1.323030612
176	0.573902913	1.321059515
177	0.5750542575	1.320010544
178	0.5771941101	1.31798134
179	0.5805550066	1.315940812
180	0.5797245145	1.31445832
181	0.5806859254	1.31352167
182	0.5814771688	1.312801542
183	0.5850025788	1.310280716
184	0.5846682184	1.309509061
185	0.5852118811	1.307823147
186	0.5874218937	1.30611393
187	0.5878578079	1.304045152
188	0.590099476	1.302449017
189	0.5889431097	1.301852468
190	0.5894378878	1.301368517
191	0.5907741715	1.300400713
192	0.5924267519	1.298463689
193	0.594274138	1.29720451
194	0.5942634053	1.296589071
195	0.5956802479	1.295059904
196	0.5964235041	1.29459152
197	0.5974362121	1.293852011
198	0.5993316784	1.292336295
199	0.6010304423	1.291067646
200	0.602848486	1.28923329
201	0.6054730987	1.28709692
202	0.6065431501	1.285460884
203	0.6082255458	1.28332532
204	0.6083407161	1.282809799
205	0.6104062816	1.280904169
206	0.6138094952	1.277756614
207	0.6143020881	1.27585385
208	0.6148836991	1.274036155
209	0.6166454714	1.273031182
210	0.6172777744	1.272377702
211	0.6194531982	1.27015263
212	0.6213846731	1.26838876
213	0.6223908801	1.266922121
214	0.6231348264	1.264987278
215	0.6260278169	1.262553586
216	0.6257707798	1.261701186
217	0.6268205501	1.260210868
218	0.6282269067	1.259360611
219	0.6287349396	1.258582339
220	0.6289971508	1.257813107
221	0.62915026	1.257149652
222	0.6315611312	1.255302403
223	0.6318776849	1.254412035
224	0.6322908391	1.253600277
225	0.6327217773	1.252806895
226	0.6335215456	1.250649369
227	0.6348609784	1.249917273
228	0.6352936153	1.249194728
229	0.6353466858	1.247722055
230	0.6366943643	1.246337301
231	0.6371297135	1.245681925
232	0.6376930297	1.24483718
233	0.6386280886	1.243289582
234	0.6397282133	1.241576915
235	0.6416961359	1.239955619
236	0.6422097319	1.239255334
237	0.6422450195	1.238589331
238	0.6423166011	1.237692001
239	0.6429757099	1.237017674
240	0.642897343	1.23588247
241	0.6442917305	1.234737109
242	0.6457724217	1.232893322
243	0.6474938046	1.231864371
244	0.6485490813	1.230471427
245	0.6477675439	1.228750037
246	0.6509665592	1.226698934
247	0.6517323574	1.225558085
248	0.6536278391	1.224614037
249	0.6534721204	1.22410169
250	0.6529269598	1.222654238
251	0.653869836	1.22111631
252	0.6545747207	1.220185994
253	0.6567414582	1.21923421
254	0.6578401697	1.218445866
255	0.6576520353	1.217053021
256	0.6596863673	1.21543866
257	0.6608324514	1.214733346
258	0.6616565454	1.212756475
259	0.6617643782	1.211903247
260	0.6629224515	1.210089795
261	0.6644207071	1.207817877
262	0.6657986726	1.207139108
263	0.6661894233	1.206338287
264	0.6681440516	1.203967926
265	0.6685473051	1.203286314
266	0.6696126444	1.201925201
267	0.6700354984	1.20113477
268	0.6698970446	1.199378941
269	0.6703518506	1.198425142
270	0.6707857887	1.196992304
271	0.6704698143	1.196066269
272	0.6719657234	1.193705281
273	0.6733504964	1.191864044
274	0.675061891	1.19028454
275	0.6753400758	1.18917322
276	0.6754780188	1.187943053
277	0.6764897417	1.186016434
278	0.6767437735	1.185549223
279	0.6767254908	1.184568276
280	0.6774922358	1.183942284
281	0.6776860781	1.182972955
282	0.6777862186	1.182167785
283	0.6791350454	1.180851801
284	0.6802932322	1.180134021
285	0.68061584	1.179582253
286	0.6799936326	1.178790781
287	0.6807495845	1.177369076
288	0.6820382077	1.175919599
289	0.6838395529	1.17523595
290	0.6841154215	1.173527332
291	0.684394457	1.172913987
292	0.6860532734	1.171364802
293	0.6863463343	1.169828748
294	0.6872628386	1.168328096
295	0.6892600253	1.167011088
296	0.6892954322	1.165508619
297	0.6910722956	1.163269516
298	0.6916444351	1.162652996
299	0.6915378131	1.161900018
300	0.691878985	1.161236201
301	0.6930223188	1.160217638
302	0.6953231032	1.157475536
303	0.6956683003	1.156772178
304	0.6956053222	1.156031581
305	0.6959416137	1.155137502
306	0.6962568499	1.153951699
307	0.6963924539	1.152899472
308	0.6967463635	1.152491301
309	0.6975717773	1.151157461
310	0.6983454685	1.150349649
311	0.6985887525	1.149790738
312	0.6993056175	1.149120101
313	0.7000031031	1.147477694
314	0.7019848511	1.145669447
315	0.7027233974	1.143748708
316	0.7036606057	1.142317677
317	0.7042574378	1.141472147
318	0.7046786544	1.140852176
319	0.7045720875	1.140381353
320	0.7051375383	1.139858051
321	0.7053693783	1.138657134
322	0.7055434443	1.137668044
323	0.7062908235	1.135685422
324	0.7069475642	1.135066027
325	0.7072408241	1.134492048
326	0.7079484162	1.133676921
327	0.7083748119	1.131969315
328	0.7083889236	1.131364403
329	0.7110812295	1.130128138
330	0.7109610668	1.129918999
331	0.7102709024	1.128869195
332	0.7107299221	1.127185677
333	0.7116745027	1.126439595
334	0.7115636818	1.125841831
335	0.7129375967	1.123661621
336	0.7129967076	1.123102935
337	0.7137021064	1.121072052
338	0.714567478	1.120190028
339	0.713837453	1.118516642
340	0.716050905	1.116516744
341	0.7165367548	1.115328304
342	0.7178076389	1.113390585
343	0.7194512701	1.112327321
344	0.7202548408	1.110228531
345	0.7198637309	1.108797669
346	0.7207530078	1.107435582
347	0.7217667642	1.10587693
348	0.7217885966	1.105187534
349	0.7222091486	1.104664061
350	0.7229997791	1.10316184
351	0.7243692119	1.101325858
352	0.7263369189	1.100212172
353	0.7264506289	1.098967715
354	0.7280948681	1.097262544
355	0.7279063205	1.0966324
356	0.7291387807	1.095049676
357	0.7292628718	1.094367018
358	0.7294242288	1.093660193
359	0.7297262224	1.093052295
360	0.7314215971	1.091131299
361	0.7315306301	1.090483099
362	0.7323962019	1.088996172
363	0.7334132218	1.088527421
364	0.7332156621	1.087076942
365	0.7339387594	1.08603086
366	0.7341155824	1.085190715
367	0.7349401444	1.083833724
368	0.7357287847	1.083299354
369	0.7355861328	1.082048758
370	0.7375510314	1.079613406
371	0.7369158122	1.078591475
372	0.7381689552	1.077400331
373	0.7394245796	1.075809808
374	0.7392737513	1.075151408
375	0.7400837834	1.07468296
376	0.7403475928	1.074176323
377	0.7399415917	1.072976581
378	0.7405831313	1.072605926
379	0.7398255301	1.072209908
380	0.7405524357	1.070520567
381	0.7414353012	1.069683417
382	0.7432490728	1.068602725
383	0.7439587894	1.067839735
384	0.745394122	1.065448772
385	0.7457245899	1.063884756
386	0.7468299717	1.062728398
387	0.7456394816	1.061931257
388	0.7463769608	1.060515674
389	0.7474521872	1.059560345
390	0.7481636501	1.058152811
391	0.7491800209	1.056694515
392	0.7499284939	1.055600089
393	0.750148765	1.054214395
394	0.7511180119	1.053658428
395	0.7508684133	1.053195871
396	0.7499232708	1.053007185
397	0.7513300143	1.051889028
398	0.7527127786	1.05058274
399	0.7529486021	1.049916918
400	0.7541280159	1.048566505
401	0.7544501942	1.047182794
402	0.7552771091	1.046178191
403	0.7555958155	1.045897495
404	0.7555775831	1.044351442
405	0.7565817137	1.043080282
406	0.7567760188	1.042498883
407	0.7568091034	1.040683675
408	0.7581783922	1.039064159
409	0.7591134602	1.03823155
410	0.757943308	1.036739018
411	0.758140681	1.036387402
412	0.7587823866	1.035858444
413	0.7588030167	1.035463666
414	0.7592541549	1.034502724
415	0.759921752	1.033808492
416	0.7607460288	1.033234323
417	0.7614124654	1.031836284
418	0.7619435222	1.030823525
419	0.7617977834	1.030124637
420	0.7621278399	1.029634798
421	0.76325174	1.028384619
422	0.7635674543	1.027649716
423	0.7634553112	1.026795419
424	0.7640512772	1.025696886
425	0.7634289132	1.025033295
426	0.7637639476	1.024599402
427	0.7645299219	1.023908421
428	0.7654617057	1.022810855
429	0.7657230753	1.021106853
430	0.7665045682	1.020647762
431	0.766911587	1.020177053
432	0.7677535087	1.019737136
433	0.7675707428	1.019026646
434	0.7684638364	1.018472542
435	0.7691439221	1.016881844
436	0.7690369363	1.015640838
437	0.7696347556	1.015219196
438	0.7694933335	1.014071708
439	0.7694873208	1.013515902
440	0.7699333176	1.012495105
441	0.7718356319	1.011284529
442	0.7718364717	1.010843692
443	0.7717006453	1.009883088
444	0.7727359123	1.008362651
445	0.7729257663	1.007030619
446	0.7743090402	1.006141721
447	0.7745094133	1.005691162
448	0.7750645665	1.004450525
449	0.7754595312	1.004044146
450	0.7764601597	1.003404921
451	0.7769946113	1.002730256
452	0.7756221996	1.001522969
453	0.7762678723	0.9999071369
454	0.7773580688	0.9984375884
455	0.7783641006	0.9970110332
456	0.7787023935	0.9964599613
457	0.7795573066	0.9955678174
458	0.7793909763	0.9950916084
459	0.7800931954	0.9945630691
460	0.780509631	0.9941964864
461	0.7809412036	0.9939081835
462	0.7801553778	0.9926754138
463	0.7813686241	0.992254703
464	0.781197615	0.9918213155
465	0.7816201529	0.9908767418
466	0.7820569372	0.9899067546
467	0.7818950005	0.9894523147
468	0.7818948332	0.9888174626
469	0.7827729866	0.9883101296
470	0.7833581474	0.9868805069
471	0.7843740505	0.9859380096
472	0.7848734166	0.9853100911
473	0.7842681858	0.983518953
474	0.7846657193	0.9825002396
475	0.7849663233	0.9821365975
476	0.7860360077	0.981482683
477	0.7854706241	0.9806658593
478	0.7859721495	0.9801788292
479	0.7879787971	0.9789353784
480	0.7891075996	0.977644978
481	0.7886791124	0.977154904
482	0.7891895105	0.9767990514
483	0.7897524496	0.9763566488
484	0.7891453147	0.9759442239
485	0.7895133665	0.9742181431
486	0.789344165	0.9738710685
487	0.7898563922	0.9734977425
488	0.7897969582	0.9724124169
489	0.790385058	0.9715914807
490	0.7917204921	0.9701169152
491	0.7909200118	0.9688340972
492	0.7917988702	0.9676951666
493	0.7918196732	0.9664704312
494	0.791498988	0.9660727558
495	0.7920248871	0.9653689002
496	0.791910578	0.9650588634
497	0.7918413296	0.964583447
498	0.7930857104	0.9630919126
499	0.7932758857	0.9618174052
500	0.7942370648	0.9612919565
501	0.7942184377	0.9605076307
502	0.7944359699	0.9593665913
503	0.7953825854	0.9581456982
504	0.7954054824	0.9578112663
505	0.7955778868	0.957389856
506	0.796113522	0.95696112
507	0.7961232573	0.9564439957
508	0.7958639302	0.9561885697
509	0.7966700464	0.9548185038
510	0.7963157647	0.9537450941
511	0.7964902424	0.9533648131
512	0.7964675312	0.9525672186
513	0.7963133405	0.9515228495
514	0.7970990275	0.9510900161
515	0.7982138158	0.9497818598
516	0.7986348419	0.9494231823
517	0.7986417047	0.9490082271
518	0.7998287351	0.9475243244
519	0.798820635	0.9467224762
520	0.7990874179	0.9461565474
521	0.7992511158	0.9457417765
522	0.7998150715	0.9450228994
523	0.7999852784	0.9446261097
524	0.8009445197	0.9440405159
525	0.8005709201	0.9425029645
526	0.8013771196	0.9420044397
527	0.8021455177	0.9415716614
528	0.8032010179	0.9412058142
529	0.8034784491	0.9407703058
530	0.8033254675	0.9396215447
531	0.8038619839	0.9386142898
532	0.8041597561	0.938162795
533	0.8043988849	0.9374856064
534	0.8048340967	0.9369051125
535	0.8042993029	0.9366641461
536	0.8042789952	0.935875462
537	0.804765868	0.9345016497
538	0.804599758	0.9341238302
539	0.8051204157	0.9329346793
540	0.8053903172	0.9325184656
541	0.805869179	0.9314406524
542	0.8059706356	0.9305358947
543	0.8068171692	0.9301165778
544	0.8065574628	0.9297217713
545	0.8086335518	0.9282388268
546	0.8080975612	0.927850306
547	0.8081975989	0.9266756326
548	0.8086691035	0.9259970775
549	0.8102179079	0.9247196015
550	0.8104402647	0.9236441732
551	0.8106129538	0.923491103
552	0.8106507757	0.9221660657
553	0.810570244	0.921269324
554	0.8109035152	0.9199441898
555	0.8110961378	0.9195810795
556	0.8110215612	0.9191243333
557	0.8114323735	0.9181195692
558	0.8118479597	0.9172085409
559	0.8120124222	0.9167834726
560	0.812346845	0.9161041614
561	0.8126103483	0.9156526538
562	0.8138235246	0.9146083447
563	0.8153510846	0.9132199853
564	0.8164635214	0.9126157968
565	0.8169486358	0.9115342809
566	0.8172300368	0.9111627267
567	0.8173154069	0.909762743
568	0.817362516	0.9088613312
569	0.8171364357	0.9077609199
570	0.8182875262	0.9067694944
571	0.8189399709	0.9063331244
572	0.8192893169	0.905938404
573	0.8195681251	0.9050718822
574	0.8198611339	0.9037738171
575	0.8210533207	0.9025946357
576	0.8210597717	0.9017448482
577	0.8214610112	0.9004787547
578	0.8214582412	0.9003756821
579	0.8215777932	0.8991406684
580	0.8221931573	0.8985838289
581	0.8225046984	0.8979503938
582	0.8235597432	0.8966473135
583	0.8236526657	0.8961850053
584	0.8234161087	0.8952881892
585	0.8235949928	0.8948317967
586	0.8239318179	0.8938875675
587	0.824613659	0.8934817318
588	0.8252794607	0.8929081843
589	0.8255117847	0.8915997787
590	0.8261391143	0.8908805703
591	0.8264659114	0.8894298451
592	0.8274062044	0.8881337349
593	0.8275015235	0.8874545809
594	0.8276655284	0.8867165975
595	0.8282772012	0.8862269022
596	0.8280132959	0.8851866907
597	0.8287181815	0.8846318646
598	0.8296605316	0.8832754335
599	0.830356403	0.8822956703
600	0.8304965223	0.8811662868
601	0.8307408432	0.880898441
602	0.8311833517	0.8805163189
603	0.8308447605	0.879990153
604	0.8309177503	0.8790572052
605	0.8317891866	0.8787213357
606	0.8322202455	0.878261028
607	0.8326374951	0.8778098983
608	0.8337338264	0.8768356696
609	0.8326866443	0.8759874399
610	0.8330272198	0.8751500196
611	0.8338278118	0.8740476631
612	0.8335569456	0.8731023603
613	0.8340000014	0.8725610599
614	0.8346929698	0.8714027452
615	0.8350995696	0.8703580568
616	0.8354268307	0.8696419344
617	0.8357363944	0.8682151356
618	0.8358736394	0.8675155943
619	0.837036447	0.8659377423
620	0.8371188152	0.8657132239
621	0.8377540002	0.8650166229
622	0.8379360975	0.8645651727
623	0.838074264	0.8635821326
624	0.8386582707	0.8626880743
625	0.8386531441	0.86251149
626	0.8386377364	0.8620270191
627	0.8390967393	0.8607044343
628	0.8393000235	0.8597496737
629	0.839741035	0.858220561
630	0.8396410256	0.85788549
631	0.8399794544	0.8575451763
632	0.8404944801	0.8572009506
633	0.8410049317	0.8567717212
634	0.8408450293	0.8561321986
635	0.8418708428	0.8552534463
636	0.8414575371	0.8548983611
637	0.841977477	0.8544352866
638	0.842411646	0.8542836287
639	0.8419668558	0.8539668139
640	0.8426431975	0.8525231472
641	0.8432337826	0.8514161685
642	0.8434911081	0.8513617599
643	0.8442708864	0.849874781
644	0.8441063392	0.8493619897
645	0.8440427413	0.8479792768
646	0.844126599	0.847476249
647	0.8448979625	0.8464371488
648	0.8455054908	0.8460388151
649	0.8457606038	0.8455102271
650	0.845929428	0.8447758746
651	0.8460006636	0.8442702832
652	0.8460189057	0.8433246763
653	0.846172387	0.8429652476
654	0.8463504057	0.8424518402
655	0.8470620413	0.8415413339
656	0.847409477	0.8411306003
657	0.8476690791	0.8409483588
658	0.8479417268	0.8397617612
659	0.8475926278	0.8394312309
660	0.847933617	0.838758331
661	0.8477578462	0.83850308
662	0.8484566293	0.8380373753
663	0.8493630836	0.8368816639
664	0.8494412371	0.8355550665
665	0.8504730641	0.8350221856
666	0.8505460082	0.8341143328
667	0.8505411643	0.8337366815
668	0.8505340075	0.8334499029
669	0.8512183569	0.8326938154
670	0.851484404	0.8321239406
671	0.8522479092	0.8310247526
672	0.8520873501	0.8305169508
673	0.8525207734	0.829963069
674	0.8526112671	0.8296902137
675	0.8524224255	0.8288956327
676	0.8527852101	0.8282083811
677	0.8530105369	0.8271961784
678	0.8539702378	0.8264233838
679	0.8539905523	0.8252918932
680	0.85461193	0.8245224988
681	0.8543530051	0.8234746955
682	0.8542780785	0.8227494389
683	0.8541039468	0.822471888
684	0.8545979515	0.8215323863
685	0.8553032026	0.8211631421
686	0.855297625	0.8205576829
687	0.8555618716	0.8204207497
688	0.8567692756	0.8198371387
689	0.8568564367	0.8194939471
690	0.8567827134	0.8188991788
691	0.8574484653	0.8181934085
692	0.8575461601	0.8172326524
693	0.8575309378	0.8168387326
694	0.857452854	0.8160273819
695	0.8572840998	0.8158044523
696	0.8579894809	0.8154944687
697	0.8585160521	0.8144608595
698	0.8584926843	0.8140598138
699	0.8586213454	0.8132431027
700	0.8593378503	0.8125852012
701	0.859325966	0.8123039164
702	0.8597580657	0.8112528754
703	0.8604937394	0.8100483097
704	0.8604754417	0.8097467881
705	0.8608311255	0.8093015674
706	0.8616799673	0.8079515978
707	0.8622903237	0.8076507567
708	0.8624601453	0.806263334
709	0.8624675164	0.8058745144
710	0.8634861714	0.8052731347
711	0.8639061353	0.8049137116
712	0.8637220712	0.8041071273
713	0.8636255773	0.8031417591
714	0.864285961	0.8020073072
715	0.86388153	0.801660831
716	0.8644721777	0.8013321085
717	0.8651180933	0.8001099611
718	0.8653946103	0.7993632926
